purchase_id,student_id,subscription_id,subscription,refunds,price,refund_id,refunded_date,first_purchase_date,current_purchase_date,revenue_type,student_country
7467,144901,3384,monthly,net revenue,44.98,NULL,NULL,2/16/2021 12:10,2/16/2021 12:10,new,
7470,144273,3385,annual,net revenue,221.54,NULL,NULL,2/16/2021 12:38,2/16/2021 12:38,new,FR
7472,144907,3386,annual,net revenue,139.2,NULL,NULL,2/16/2021 13:19,2/16/2021 13:19,new,AZ
7473,144900,3383,annual,net revenue,170.71,NULL,NULL,2/16/2021 11:36,2/16/2021 13:32,recurring,SA
7474,144873,3387,annual,net revenue,184.44,NULL,NULL,2/16/2021 15:10,2/16/2021 15:10,new,
7475,144087,3388,annual,net revenue,221.13,NULL,NULL,2/16/2021 16:04,2/16/2021 16:04,new,GB
7477,144939,3390,monthly,net revenue,36,NULL,NULL,2/16/2021 21:31,2/16/2021 21:31,new,US
7478,143992,3391,annual,net revenue,184.44,NULL,NULL,2/16/2021 22:25,2/16/2021 22:25,new,US
7480,144899,3393,monthly,net revenue,39.79,NULL,NULL,2/17/2021 0:02,2/17/2021 0:02,new,
7482,144948,3394,monthly,net revenue,44.27,NULL,NULL,2/17/2021 1:17,2/17/2021 1:17,new,GB
7483,144161,3395,annual,net revenue,184.44,NULL,NULL,2/17/2021 2:15,2/17/2021 2:15,new,
7486,1148,189,monthly,net revenue,38.25,NULL,NULL,1/16/2021 0:00,2/17/2021 6:55,recurring,US
7492,3779,1535,monthly,net revenue,36,NULL,NULL,8/17/2020 0:00,2/17/2021 9:04,recurring,MY
7495,8396,1990,monthly,net revenue,28.8,NULL,NULL,5/17/2020 0:00,2/17/2021 9:37,recurring,US
7497,2377,3172,annual,net revenue,206.59,NULL,NULL,2/17/2020 0:00,2/17/2021 10:03,recurring,RS
7493,144832,3397,annual,net revenue,223.33,NULL,NULL,2/17/2021 10:07,2/17/2021 10:07,new,NL
7499,2954,1136,monthly,net revenue,18,NULL,NULL,10/17/2020 0:00,2/17/2021 10:25,recurring,US
7496,144987,3398,annual,net revenue,223.33,NULL,NULL,2/17/2021 11:04,2/17/2021 11:04,new,ES
7500,144991,3400,annual,net revenue,196.15,NULL,NULL,2/17/2021 13:03,2/17/2021 13:03,new,US
7502,144956,3402,monthly,net revenue,36,NULL,NULL,2/17/2021 18:18,2/17/2021 18:18,new,
7503,145014,3403,annual,net revenue,196.61,NULL,NULL,2/17/2021 20:14,2/17/2021 20:14,new,
7504,18692,3404,monthly,net revenue,36,NULL,NULL,5/7/2020 0:00,2/18/2021 0:37,recurring,US
7506,145035,3405,monthly,net revenue,37.85,NULL,NULL,2/18/2021 3:20,2/18/2021 3:20,new,US
7507,145049,3406,annual,refund,184.44,NULL,2/18/2021 15:40,2/18/2021 6:12,2/18/2021 6:12,new,US
7508,144954,3407,annual,net revenue,184.44,NULL,NULL,2/18/2021 6:15,2/18/2021 6:15,new,US
7510,6643,3170,monthly,net revenue,46.85,NULL,NULL,2/18/2020 0:00,2/18/2021 8:35,recurring,GB
7511,2078,522,monthly,net revenue,36.46,NULL,NULL,12/18/2020 0:00,2/18/2021 8:49,recurring,CA
7512,6488,521,monthly,net revenue,39.11,NULL,NULL,12/18/2020 0:00,2/18/2021 8:49,recurring,US
7514,7530,519,monthly,net revenue,36,NULL,NULL,12/18/2020 0:00,2/18/2021 9:24,recurring,CR
7515,1732,976,monthly,net revenue,44.23,NULL,NULL,11/18/2020 0:00,2/18/2021 9:25,recurring,ES
7516,2364,171,monthly,net revenue,42.69,NULL,NULL,10/16/2020 0:00,2/18/2021 9:26,recurring,SA
7517,1964,166,monthly,net revenue,36,NULL,NULL,1/18/2021 0:00,2/18/2021 9:31,recurring,IT
7519,4207,160,monthly,net revenue,39.51,NULL,NULL,1/18/2021 0:00,2/18/2021 10:26,recurring,US
7520,1544,3169,annual,net revenue,196.89,NULL,NULL,2/18/2020 0:00,2/18/2021 10:31,recurring,US
7518,145075,3408,annual,refund,184.44,NULL,3/5/2021 7:41,2/18/2021 12:53,2/18/2021 12:53,new,US
7521,144467,NULL,annual,net revenue,184.44,NULL,NULL,2/18/2021 15:40,2/18/2021 15:40,new,IN
7523,144938,3409,monthly,net revenue,28.8,NULL,NULL,2/18/2021 15:59,2/18/2021 15:59,new,
7525,134794,NULL,annual,net revenue,184.44,NULL,NULL,2/19/2020 2:00,2/19/2021 1:30,recurring,
7526,4059,NULL,monthly,net revenue,36,NULL,NULL,1/19/2021 2:00,2/19/2021 1:52,recurring,FR
7527,145112,3410,monthly,net revenue,30.7,NULL,NULL,2/19/2021 2:52,2/19/2021 2:52,new,US
7530,5325,3175,annual,net revenue,278.4,NULL,NULL,2/15/2020 0:00,2/19/2021 6:17,recurring,US
7531,144749,3411,monthly,net revenue,36,NULL,NULL,2/19/2021 6:40,2/19/2021 6:40,new,
7532,10787,1134,monthly,net revenue,46.58,NULL,NULL,10/19/2020 0:00,2/19/2021 8:26,recurring,HR
7533,5502,515,monthly,net revenue,44.79,NULL,NULL,12/19/2020 0:00,2/19/2021 8:30,recurring,SE
7534,2134,147,monthly,net revenue,14.26,NULL,NULL,1/19/2021 0:00,2/19/2021 8:42,recurring,IN
7537,2012,149,monthly,net revenue,38.38,NULL,NULL,1/19/2021 0:00,2/19/2021 9:33,recurring,US
7538,5298,514,monthly,net revenue,36,NULL,NULL,12/19/2020 0:00,2/19/2021 9:38,recurring,NA
7541,1865,143,monthly,net revenue,39.26,NULL,NULL,1/19/2021 0:00,2/19/2021 10:12,recurring,HK
7544,4939,516,monthly,net revenue,36,NULL,NULL,12/19/2020 0:00,2/19/2021 10:53,recurring,NA
7545,145135,3412,annual,net revenue,184.44,NULL,NULL,2/19/2021 12:55,2/19/2021 12:55,new,NG
7547,6997,3414,monthly,net revenue,36,NULL,NULL,9/30/2020 0:00,2/19/2021 15:59,recurring,MA
7548,24897,3415,monthly,net revenue,36,NULL,NULL,1/29/2020 0:00,2/19/2021 19:53,recurring,US
7550,144823,3416,annual,net revenue,221.42,NULL,NULL,2/19/2021 22:00,2/19/2021 22:00,new,
7554,144230,3417,annual,net revenue,183.97,NULL,NULL,2/20/2021 2:18,2/20/2021 2:18,new,
7560,22022,1887,monthly,net revenue,38.25,NULL,NULL,6/18/2020 0:00,2/20/2021 7:17,recurring,US
7562,7034,1986,monthly,net revenue,49.1,NULL,NULL,5/20/2020 0:00,2/20/2021 8:58,recurring,NL
7563,2076,136,monthly,net revenue,36,NULL,NULL,1/20/2021 0:00,2/20/2021 9:23,recurring,US
7565,1912,108,monthly,net revenue,38.38,NULL,NULL,1/20/2021 0:00,2/20/2021 9:43,recurring,US
7567,13954,1987,monthly,net revenue,47.93,NULL,NULL,5/20/2020 0:00,2/20/2021 9:59,recurring,DE
7569,6599,1128,monthly,net revenue,23.19,NULL,NULL,10/20/2020 0:00,2/20/2021 10:19,recurring,DK
7570,767,1127,monthly,net revenue,23.63,NULL,NULL,10/20/2020 0:00,2/20/2021 10:21,recurring,GB
7571,1869,1882,monthly,net revenue,47.93,NULL,NULL,6/20/2020 0:00,2/20/2021 10:24,recurring,NL
7572,3781,1525,monthly,net revenue,21.63,NULL,NULL,8/20/2020 0:00,2/20/2021 10:42,recurring,DE
7573,4147,1880,monthly,net revenue,47.93,NULL,NULL,6/20/2020 0:00,2/20/2021 10:44,recurring,NL
7566,145185,3418,monthly,net revenue,38.16,NULL,NULL,2/20/2021 11:13,2/20/2021 11:13,new,US
7576,145196,3421,monthly,net revenue,38.16,NULL,NULL,2/20/2021 23:21,2/20/2021 23:21,new,
7580,145231,3422,annual,net revenue,184.44,NULL,NULL,2/21/2021 2:22,2/21/2021 2:22,new,VN
7581,5382,3423,monthly,net revenue,43.22,NULL,NULL,12/11/2020 0:00,2/21/2021 2:40,recurring,GB
7582,7418,NULL,monthly,net revenue,36,NULL,NULL,1/24/2021 2:00,2/21/2021 2:52,recurring,US
7583,145235,3424,monthly,net revenue,34.03,NULL,NULL,2/21/2021 3:30,2/21/2021 3:30,new,AU
7585,1768,NULL,monthly,net revenue,36,NULL,NULL,5/9/2020 0:00,2/21/2021 5:34,recurring,US
7586,2591,NULL,monthly,net revenue,36,NULL,NULL,1/21/2021 2:00,2/21/2021 5:35,recurring,US
7587,10608,1521,monthly,net revenue,28.8,NULL,NULL,8/21/2020 0:00,2/21/2021 8:25,recurring,US
7588,1822,85,monthly,net revenue,36,NULL,NULL,1/21/2021 0:00,2/21/2021 8:44,recurring,US
7589,1773,66,monthly,net revenue,38.77,NULL,NULL,1/21/2021 0:00,2/21/2021 8:46,recurring,PL
7590,4582,501,monthly,net revenue,36,NULL,NULL,12/21/2020 0:00,2/21/2021 9:11,recurring,HN
7591,1740,99,monthly,net revenue,36,NULL,NULL,1/21/2021 0:00,2/21/2021 9:42,recurring,PK
7592,5791,1363,monthly,net revenue,45.61,NULL,NULL,9/21/2020 0:00,2/21/2021 10:03,recurring,IE
7593,2149,105,monthly,net revenue,36.72,NULL,NULL,1/21/2021 0:00,2/21/2021 10:30,recurring,NG
7594,145259,3425,annual,refund,202.9,NULL,2/25/2021 15:26,2/21/2021 12:25,2/21/2021 12:25,new,AU
7595,15943,3426,monthly,net revenue,34.63,NULL,NULL,2/21/2021 15:12,2/21/2021 15:12,new,GB
7596,145278,3427,annual,net revenue,184.44,NULL,NULL,2/21/2021 15:37,2/21/2021 15:37,new,GB
7598,145013,3428,annual,net revenue,223.14,NULL,NULL,2/21/2021 19:44,2/21/2021 19:44,new,IE
7599,145303,3429,monthly,net revenue,36,NULL,NULL,2/21/2021 22:33,2/21/2021 22:33,new,US
7600,145310,3430,monthly,net revenue,29.38,NULL,NULL,2/22/2021 0:37,2/22/2021 0:37,new,CA
7601,145311,3431,monthly,net revenue,38.38,NULL,NULL,2/22/2021 0:52,2/22/2021 0:52,new,US
7602,16725,3432,monthly,net revenue,36,NULL,NULL,6/10/2020 0:00,2/22/2021 1:25,recurring,VN
7604,144929,3433,annual,net revenue,217.69,NULL,NULL,2/22/2021 4:44,2/22/2021 4:44,new,IN
7606,144575,3435,annual,net revenue,217.69,NULL,NULL,2/22/2021 8:34,2/22/2021 8:34,new,IN
7608,1353,1875,monthly,net revenue,39.3,NULL,NULL,6/22/2020 0:00,2/22/2021 8:40,recurring,IE
7609,1890,1519,monthly,net revenue,44.06,NULL,NULL,5/8/2020 0:00,2/22/2021 8:44,recurring,AU
7610,1554,47,monthly,net revenue,39.2,NULL,NULL,1/22/2021 0:00,2/22/2021 8:50,recurring,US
7611,1347,942,monthly,net revenue,28.8,NULL,NULL,11/22/2020 0:00,2/22/2021 8:53,recurring,CA
7612,5533,1518,monthly,net revenue,30.89,NULL,NULL,8/22/2020 0:00,2/22/2021 9:12,recurring,NULL
7607,145290,3436,monthly,net revenue,45.61,NULL,NULL,2/22/2021 9:14,2/22/2021 9:14,new,GR
7613,1175,2432,monthly,net revenue,36,NULL,NULL,4/22/2020 0:00,2/22/2021 10:11,recurring,AR
7614,143101,496,monthly,net revenue,36,NULL,NULL,12/22/2020 0:00,2/22/2021 10:17,recurring,
7616,1751,63,monthly,net revenue,36,NULL,NULL,1/22/2021 0:00,2/22/2021 10:39,recurring,US
7622,145091,3443,annual,net revenue,219.45,NULL,NULL,2/22/2021 15:34,2/22/2021 15:34,new,DE
7624,1317,3445,annual,net revenue,221.57,NULL,NULL,2/22/2021 19:35,2/22/2021 19:35,new,GB
7625,145152,3446,monthly,net revenue,28.8,NULL,NULL,2/22/2021 22:25,2/22/2021 22:25,new,
7626,1378,NULL,monthly,net revenue,28.8,NULL,NULL,1/23/2021 2:00,2/23/2021 1:16,recurring,NL
7627,145408,3447,annual,net revenue,197.36,NULL,NULL,2/23/2021 3:07,2/23/2021 3:07,new,US
7628,145166,3448,annual,net revenue,196.61,NULL,NULL,2/23/2021 4:19,2/23/2021 4:19,new,US
7629,1848,129,monthly,net revenue,43.34,NULL,NULL,4/20/2020 0:00,2/23/2021 6:15,recurring,RO
7630,143291,61,monthly,net revenue,38.38,NULL,NULL,1/22/2021 0:00,2/23/2021 6:18,recurring,
7631,4776,493,monthly,net revenue,39.64,NULL,NULL,12/23/2020 0:00,2/23/2021 8:35,recurring,US
7632,5392,487,monthly,net revenue,46.06,NULL,NULL,12/23/2020 0:00,2/23/2021 8:35,recurring,GB
7639,1450,36,monthly,refund,36,NULL,2/23/2021 14:40,1/23/2021 0:00,2/23/2021 10:25,recurring,MK
7642,145471,3457,monthly,net revenue,39.02,NULL,NULL,2/23/2021 22:57,2/23/2021 22:57,new,US
7643,145370,3458,annual,net revenue,184.44,NULL,NULL,2/24/2021 0:55,2/24/2021 0:55,new,US
7645,145473,3459,monthly,net revenue,36,NULL,NULL,2/24/2021 1:20,2/24/2021 1:20,new,
7646,145475,3460,annual,net revenue,201.78,NULL,NULL,2/24/2021 2:10,2/24/2021 2:10,new,US
7647,145477,3461,monthly,net revenue,38.88,NULL,NULL,2/24/2021 2:29,2/24/2021 2:29,new,US
7648,145484,3462,monthly,net revenue,36,NULL,NULL,2/24/2021 3:52,2/24/2021 3:52,new,US
7653,12092,3161,monthly,net revenue,30.7,NULL,NULL,2/24/2020 0:00,2/24/2021 8:37,recurring,US
7652,145386,3466,monthly,net revenue,36,NULL,NULL,2/24/2021 9:02,2/24/2021 9:02,new,MZ
7654,12577,1306,monthly,net revenue,36,NULL,NULL,9/24/2020 0:00,2/24/2021 9:07,recurring,US
7655,5427,1873,monthly,net revenue,28.8,NULL,NULL,6/24/2020 0:00,2/24/2021 9:30,recurring,US
7656,1310,30,monthly,net revenue,31.61,NULL,NULL,1/24/2021 0:00,2/24/2021 9:36,recurring,US
7658,4613,481,monthly,net revenue,28.8,NULL,NULL,12/24/2020 0:00,2/24/2021 10:13,recurring,US
7657,143691,3467,monthly,net revenue,44.58,NULL,NULL,2/24/2021 11:13,2/24/2021 11:13,new,
7660,145524,3469,monthly,refund,2.35,NULL,3/1/2021 15:31,2/24/2021 13:34,2/24/2021 13:34,new,BG
7661,145524,3470,annual,refund,4.16,NULL,3/1/2021 15:17,2/24/2021 13:34,2/24/2021 13:40,recurring,BG
7663,145564,3472,monthly,net revenue,36,NULL,NULL,2/25/2021 0:15,2/25/2021 0:15,new,US
7668,1271,NULL,monthly,net revenue,18,NULL,NULL,1/25/2021 2:00,2/25/2021 6:22,recurring,SA
7669,3572,NULL,monthly,net revenue,36,NULL,NULL,1/25/2021 2:00,2/25/2021 6:42,recurring,CR
7671,7100,3159,monthly,net revenue,28.8,NULL,NULL,2/25/2020 0:00,2/25/2021 8:20,recurring,US
7672,5679,1595,monthly,net revenue,36,NULL,NULL,7/21/2020 0:00,2/25/2021 8:20,recurring,US
7675,12739,1591,monthly,net revenue,28.8,NULL,NULL,7/25/2020 0:00,2/25/2021 8:38,recurring,SV
7670,144581,3473,annual,net revenue,196.61,NULL,NULL,2/25/2021 8:49,2/25/2021 8:49,new,US
7677,916,1509,monthly,net revenue,31.83,NULL,NULL,8/25/2020 0:00,2/25/2021 8:55,recurring,AU
7678,1238,25,monthly,net revenue,42.85,NULL,NULL,1/25/2021 0:00,2/25/2021 8:55,recurring,IN
7673,3979,3474,monthly,net revenue,36,NULL,NULL,2/25/2021 9:24,2/25/2021 9:24,new,NG
7679,1065,26,monthly,refund,34.28,NULL,2/26/2021 3:25,1/25/2021 0:00,2/25/2021 9:31,recurring,DE
7680,1488,24,monthly,net revenue,44.57,NULL,NULL,1/25/2021 0:00,2/25/2021 9:57,recurring,NL
7681,143122,473,monthly,net revenue,36,NULL,NULL,12/25/2020 0:00,2/25/2021 10:10,recurring,
7682,4660,1121,monthly,net revenue,23.18,NULL,NULL,10/25/2020 0:00,2/25/2021 10:17,recurring,NZ
7684,1215,1589,monthly,net revenue,32.66,NULL,NULL,7/25/2020 0:00,2/25/2021 10:35,recurring,CA
7685,143115,479,monthly,net revenue,36,NULL,NULL,12/25/2020 0:00,2/25/2021 10:51,recurring,
7686,1315,1511,monthly,net revenue,28.8,NULL,NULL,8/25/2020 0:00,2/25/2021 10:58,recurring,US
7683,1480,3160,annual,net revenue,184.44,NULL,NULL,2/25/2020 0:00,2/25/2021 12:58,recurring,US
7687,3416,3475,monthly,net revenue,38.38,NULL,NULL,2/25/2021 14:57,2/25/2021 14:57,new,US
7689,5917,3476,monthly,net revenue,28.8,NULL,NULL,2/25/2021 18:24,2/25/2021 18:24,new,GH
7690,145237,3477,annual,refund,184.44,NULL,3/9/2021 15:32,2/25/2021 20:19,2/25/2021 20:19,new,
7691,145614,3478,annual,refund,221.34,NULL,3/22/2021 9:26,2/25/2021 21:12,2/25/2021 21:12,new,GB
7694,145622,3479,annual,refund,348,NULL,2/27/2021 8:59,2/26/2021 1:23,2/26/2021 1:23,new,US
7695,4675,3480,monthly,net revenue,39.64,NULL,NULL,12/18/2020 0:00,2/26/2021 4:38,recurring,US
7696,1959,28,monthly,net revenue,36,NULL,NULL,1/25/2021 0:00,2/26/2021 6:39,recurring,US
7697,6511,1974,monthly,net revenue,36,NULL,NULL,5/26/2020 0:00,2/26/2021 8:27,recurring,MY
7698,4751,471,monthly,net revenue,42.36,NULL,NULL,12/26/2020 0:00,2/26/2021 8:38,recurring,DE
7700,4958,472,monthly,net revenue,36.99,NULL,NULL,12/26/2020 0:00,2/26/2021 9:20,recurring,CA
7701,1500,466,monthly,net revenue,42.36,NULL,NULL,12/26/2020 0:00,2/26/2021 9:28,recurring,DE
7702,1063,16,monthly,net revenue,41.4,NULL,NULL,1/26/2021 0:00,2/26/2021 9:41,recurring,ZA
7703,12385,1261,monthly,net revenue,28.8,NULL,NULL,9/26/2020 0:00,2/26/2021 9:51,recurring,US
7706,10160,1259,monthly,net revenue,36,NULL,NULL,9/26/2020 0:00,2/26/2021 10:51,recurring,US
7707,145464,3482,monthly,net revenue,43.54,NULL,NULL,2/26/2021 12:39,2/26/2021 12:39,new,DE
7709,144912,3483,monthly,net revenue,38.92,NULL,NULL,2/26/2021 14:20,2/26/2021 14:20,new,US
7711,145669,3484,annual,net revenue,184.44,NULL,NULL,2/26/2021 20:10,2/26/2021 20:10,new,US
7712,145670,3485,annual,net revenue,348,NULL,NULL,2/26/2021 20:24,2/26/2021 20:24,new,US
7713,2967,3486,monthly,net revenue,38.88,NULL,NULL,2/27/2021 0:32,2/27/2021 0:32,new,US
7720,145672,3487,monthly,net revenue,39.83,NULL,NULL,2/27/2021 1:20,2/27/2021 1:20,new,
7721,145089,3488,annual,net revenue,198.28,NULL,NULL,2/27/2021 2:10,2/27/2021 2:10,new,US
7724,985,9,monthly,net revenue,36,NULL,NULL,1/26/2021 0:00,2/27/2021 6:40,recurring,US
7725,2764,1585,monthly,net revenue,43.04,NULL,NULL,7/27/2020 0:00,2/27/2021 8:50,recurring,IN
7726,1598,1505,monthly,net revenue,21.64,NULL,NULL,8/27/2020 0:00,2/27/2021 8:59,recurring,DE
7727,32237,3156,annual,net revenue,250.46,NULL,NULL,2/27/2020 0:00,2/27/2021 9:15,recurring,SI
7729,31887,2187,monthly,net revenue,36,NULL,NULL,4/27/2020 0:00,2/27/2021 9:25,recurring,US
7730,14678,1504,monthly,net revenue,30.53,NULL,NULL,8/27/2020 0:00,2/27/2021 9:37,recurring,US
7731,13,1112,monthly,net revenue,47.12,NULL,NULL,8/13/2020 0:00,2/27/2021 9:49,recurring,
7732,19784,3157,annual,net revenue,462.04,NULL,NULL,2/27/2020 0:00,2/27/2021 10:33,recurring,DE
7733,889,4,monthly,net revenue,36.58,NULL,NULL,1/27/2021 0:00,2/27/2021 10:37,recurring,CL
7734,792,7,monthly,net revenue,35.54,NULL,NULL,1/27/2021 0:00,2/27/2021 10:39,recurring,GB
7728,144355,3489,monthly,net revenue,35.56,NULL,NULL,2/27/2021 10:50,2/27/2021 10:50,new,TN
7738,145723,3490,annual,net revenue,195.51,NULL,NULL,2/28/2021 4:03,2/28/2021 4:03,new,US
7739,11303,NULL,annual,net revenue,348,NULL,NULL,2/28/2020 2:00,2/28/2021 4:19,recurring,NO
7741,6012,3491,monthly,net revenue,28.8,NULL,NULL,2/28/2021 6:13,2/28/2021 6:13,new,LK
7742,145730,3492,monthly,net revenue,42.44,NULL,NULL,2/28/2021 7:25,2/28/2021 7:25,new,IN
7745,5642,447,monthly,net revenue,33.88,NULL,NULL,12/29/2020 0:00,2/28/2021 8:26,recurring,IN
7746,4507,1962,monthly,net revenue,36,NULL,NULL,5/30/2020 0:00,2/28/2021 8:45,recurring,CR
7743,145681,3493,annual,net revenue,197.4,NULL,NULL,2/28/2021 9:13,2/28/2021 9:13,new,ID
7749,2734,1110,monthly,net revenue,21.56,NULL,NULL,10/28/2020 0:00,2/28/2021 9:44,recurring,DE
7751,143400,3207,monthly,refund,28.8,NULL,3/30/2021 12:41,1/29/2021 11:28,2/28/2021 9:53,recurring,US
7753,900,1855,monthly,net revenue,39.8,NULL,NULL,6/30/2020 0:00,2/28/2021 9:55,recurring,GB
7755,6384,3213,monthly,net revenue,36.37,NULL,NULL,7/20/2020 0:00,2/28/2021 9:57,recurring,CA
7756,1067,3210,monthly,net revenue,28.98,NULL,NULL,6/21/2020 0:00,2/28/2021 9:57,recurring,RO
7760,2702,451,monthly,net revenue,38.38,NULL,NULL,12/28/2020 0:00,2/28/2021 10:52,recurring,US
7761,4972,449,monthly,net revenue,38.29,NULL,NULL,12/28/2020 0:00,2/28/2021 10:53,recurring,US
7764,20689,1861,monthly,net revenue,31.09,NULL,NULL,6/29/2020 0:00,2/28/2021 11:11,recurring,DK
7765,6239,1091,monthly,net revenue,34.16,NULL,NULL,10/31/2020 0:00,2/28/2021 11:18,recurring,IN
7766,4540,432,monthly,net revenue,45.72,NULL,NULL,12/30/2020 0:00,2/28/2021 11:22,recurring,GB
7752,145744,3497,annual,net revenue,184.44,NULL,NULL,2/28/2021 11:40,2/28/2021 11:40,new,US
7754,145736,3498,monthly,net revenue,43.11,NULL,NULL,2/28/2021 11:44,2/28/2021 11:44,new,
7768,143334,1,monthly,refund,38.38,NULL,5/18/2021 17:44,1/28/2021 0:00,2/28/2021 11:54,recurring,
7757,2170,3499,monthly,net revenue,41.4,NULL,NULL,12/30/2020 0:00,2/28/2021 12:20,recurring,SA
7772,142833,3193,monthly,net revenue,43.11,NULL,NULL,1/28/2021 22:47,2/28/2021 12:30,recurring,BG
7777,8059,1961,monthly,net revenue,30.82,NULL,NULL,5/31/2020 0:00,2/28/2021 12:50,recurring,US
7778,143141,428,monthly,net revenue,36,NULL,NULL,12/30/2020 0:00,2/28/2021 12:51,recurring,
7759,145747,3501,monthly,net revenue,44.38,NULL,NULL,2/28/2021 13:00,2/28/2021 13:00,new,GB
7779,143499,3215,monthly,net revenue,36,NULL,NULL,1/30/2021 13:27,2/28/2021 13:06,recurring,US
7781,8432,1576,monthly,net revenue,28.8,NULL,NULL,6/18/2020 0:00,2/28/2021 13:39,recurring,US
7782,2765,3189,monthly,net revenue,30.7,NULL,NULL,1/29/2020 0:00,2/28/2021 13:40,recurring,US
7763,145756,3503,monthly,net revenue,39.24,NULL,NULL,2/28/2021 13:48,2/28/2021 13:48,new,US
7785,5590,1241,monthly,net revenue,28.8,NULL,NULL,8/29/2020 0:00,2/28/2021 13:48,recurring,US
7767,145761,3504,monthly,refund,39.24,NULL,3/2/2021 10:25,2/28/2021 14:40,2/28/2021 14:40,new,US
7788,810,2,monthly,net revenue,36,NULL,NULL,1/28/2021 0:00,2/28/2021 14:48,recurring,US
7789,17827,1580,monthly,net revenue,32.46,NULL,NULL,7/28/2020 0:00,2/28/2021 15:07,recurring,SG
7790,1088,450,monthly,net revenue,28.8,NULL,NULL,12/28/2020 0:00,2/28/2021 15:13,recurring,US
7793,143339,3203,monthly,net revenue,27.69,NULL,NULL,1/28/2021 20:46,2/28/2021 15:29,recurring,
7771,4514,NULL,monthly,net revenue,36,NULL,NULL,1/28/2021 2:00,2/28/2021 15:33,recurring,HK
7794,143466,3212,monthly,net revenue,35.01,NULL,NULL,1/30/2021 4:54,2/28/2021 15:36,recurring,US
7776,145760,3505,annual,net revenue,212.11,NULL,NULL,2/28/2021 16:09,2/28/2021 16:09,new,
7780,145766,3506,annual,refund,184.44,NULL,3/22/2021 14:13,2/28/2021 17:29,2/28/2021 17:29,new,
7784,4458,3507,annual,net revenue,184.44,NULL,NULL,2/28/2021 18:09,2/28/2021 18:09,new,US
7795,145385,3509,annual,net revenue,219.87,NULL,NULL,2/28/2021 21:25,2/28/2021 21:25,new,DE
7796,3142,3510,monthly,net revenue,36,NULL,NULL,12/19/2020 0:00,2/28/2021 21:48,recurring,US
7797,145794,3511,annual,refund,184.44,NULL,3/12/2021 8:17,3/1/2021 0:40,3/1/2021 0:40,new,US
7800,145795,3512,annual,net revenue,196.89,NULL,NULL,3/1/2021 2:12,3/1/2021 2:12,new,US
7801,143454,3211,monthly,net revenue,36,NULL,NULL,1/30/2021 2:26,3/1/2021 7:04,recurring,EG
7802,143514,3217,monthly,net revenue,44.28,NULL,NULL,1/30/2021 17:11,3/1/2021 7:09,recurring,IE
7803,4855,465,monthly,net revenue,36,NULL,NULL,12/27/2020 0:00,3/1/2021 7:47,recurring,US
7805,14629,1485,monthly,net revenue,28.8,NULL,NULL,9/1/2020 0:00,3/1/2021 8:45,recurring,US
7806,143615,3235,monthly,net revenue,36,NULL,NULL,2/1/2021 3:23,3/1/2021 8:46,recurring,US
7807,6589,3152,annual,net revenue,196.61,NULL,NULL,3/1/2020 0:00,3/1/2021 9:33,recurring,US
7809,2093,639,monthly,net revenue,45.45,NULL,NULL,12/1/2020 0:00,3/1/2021 9:34,recurring,PT
7810,6817,1482,monthly,net revenue,21.1,NULL,NULL,9/1/2020 0:00,3/1/2021 9:34,recurring,IN
7811,5390,1088,monthly,net revenue,23.31,NULL,NULL,11/1/2020 0:00,3/1/2021 9:50,recurring,GR
7813,12423,3239,monthly,net revenue,28.8,NULL,NULL,2/1/2021 14:25,3/1/2021 10:57,recurring,EG
7812,2839,3513,annual,net revenue,217.71,NULL,NULL,3/1/2021 13:15,3/1/2021 13:15,new,IN
7814,145576,3514,annual,refund,217.71,NULL,3/11/2021 13:56,3/1/2021 14:08,3/1/2021 14:08,new,
7816,145842,3515,monthly,net revenue,36.12,NULL,NULL,3/1/2021 15:57,3/1/2021 15:57,new,BA
7817,145759,3516,monthly,net revenue,43.12,NULL,NULL,3/1/2021 17:34,3/1/2021 17:34,new,
7819,145852,3518,monthly,net revenue,36,NULL,NULL,3/1/2021 19:10,3/1/2021 19:10,new,US
7820,145853,3519,annual,net revenue,221.68,NULL,NULL,3/1/2021 19:11,3/1/2021 19:11,new,GB
7821,145793,3520,annual,refund,219.88,NULL,1/20/2022 21:30,3/1/2021 21:57,3/1/2021 21:57,new,CO
7824,145866,3521,monthly,net revenue,36,NULL,NULL,3/2/2021 1:07,3/2/2021 1:07,new,US
7827,145821,3523,monthly,net revenue,39.13,NULL,NULL,3/2/2021 3:09,3/2/2021 3:09,new,
7828,145560,3524,annual,net revenue,184.44,NULL,NULL,3/2/2021 3:48,3/2/2021 3:48,new,US
7834,143708,3257,monthly,net revenue,36,NULL,NULL,2/2/2021 18:13,3/2/2021 8:46,recurring,
7835,143701,3253,monthly,net revenue,32.4,NULL,NULL,2/2/2021 12:54,3/2/2021 8:49,recurring,US
7836,5955,1184,monthly,net revenue,19.19,NULL,NULL,10/2/2020 0:00,3/2/2021 9:02,recurring,PL
7837,14506,1471,monthly,net revenue,28.8,NULL,NULL,9/2/2020 0:00,3/2/2021 9:31,recurring,US
7838,2692,402,monthly,net revenue,36.53,NULL,NULL,1/2/2021 0:00,3/2/2021 9:33,recurring,PK
7840,24133,1951,monthly,net revenue,37.24,NULL,NULL,6/2/2020 0:00,3/2/2021 9:40,recurring,DE
